uniprot_gn_id	Domain..CC.	Sequence.similarities	Protein.families	Coiled.coil	Compositional.bias	Domain..FT.	Motif	Region	Repeat	Zinc.finger
O60462	DOMAIN: The tandem CUB domains mediate binding to semaphorin, while the tandem F5/8 domains are responsible for heparin and VEGF binding.	SIMILARITY: Belongs to the neuropilin family. {ECO:0000305}.	Neuropilin family	NA	COMPBIAS 601..620;  /note=Polar residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 28..142;  /note=CUB 1;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00059; DOMAIN 149..267;  /note=CUB 2;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00059; DOMAIN 277..427;  /note=F5/8 type C 1;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00081; DOMAIN 434..592;  /note=F5/8 type C 2;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00081; DOMAIN 642..802;  /note=MAM;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00128	NA	REGION 298..317;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 601..622;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
Q8IZ57	NA	SIMILARITY: Belongs to the VMP family. {ECO:0000255}.	VMP family	NA	NA	NA	NA	NA	NA	NA
P58400	NA	SIMILARITY: Belongs to the neurexin family. {ECO:0000305}.	Neurexin family	NA	COMPBIAS 439..455;  /note=Polar residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 456..472;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 91..289;  /note=Laminin G-like;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00122	NA	REGION 205..234;  /note=Essential for interaction with CBLN1; modulates interaction affinity with NLGN1, NLGN2 and NLGN3; prevents interaction with DAG1/alpha-dystroglycan; modulates interaction with alpha-latrotoxin;  /evidence=ECO:0000250|UniProtKB:Q63373, ECO:0000269|PubMed:27418511; REGION 353..385;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 439..472;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
P58401	DOMAIN: Alternative splicing in the laminin G-like domain regulates binding to alpha-dystroglycan.	SIMILARITY: Belongs to the neurexin family. {ECO:0000305}.	Neurexin family	NA	COMPBIAS 529..555;  /note=Pro residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 650..666;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 91..299;  /note=Laminin G-like;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00122	NA	REGION 1..30;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 327..346;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 412..443;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 479..580;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 633..666;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
Q9HDB5	NA	SIMILARITY: Belongs to the neurexin family. {ECO:0000305}.	Neurexin family	NA	COMPBIAS 619..637;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 85..255;  /note=Laminin G-like;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00122	NA	REGION 43..65;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 289..310;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 605..637;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
P21589	NA	SIMILARITY: Belongs to the 5'-nucleotidase family. {ECO:0000305}.	5'-nucleotidase family	NA	NA	NA	NA	REGION 500..506;  /note=Substrate binding;  /evidence=ECO:0000269|PubMed:23142347, ECO:0007744|PDB:4H1Y, ECO:0007744|PDB:4H2F, ECO:0007744|PDB:4H2I	NA	NA
P04629	DOMAIN: The transmembrane domain mediates interaction with KIDINS220. {ECO:0000250|UniProtKB:P35739}.; DOMAIN: The extracellular domain mediates interaction with NGFR. {ECO:0000250|UniProtKB:P35739}.	SIMILARITY: Belongs to the protein kinase superfamily. Tyr protein kinase family. Insulin receptor subfamily. {ECO:0000255|PROSITE-ProRule:PRU00159}.	Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily	NA	NA	DOMAIN 148..193;  /note=LRRCT; DOMAIN 194..283;  /note=Ig-like C2-type 1;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00114; DOMAIN 299..365;  /note=Ig-like C2-type 2;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00114; DOMAIN 510..781;  /note=Protein kinase;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00159	MOTIF 537..541;  /note=DXXLL;  /evidence=ECO:0000269|PubMed:26446845; MOTIF 607..611;  /note=DXXLL;  /evidence=ECO:0000269|PubMed:26446845	REGION 469..490;  /note=Interaction with SQSTM1;  /evidence=ECO:0000250	REPEAT 90..113;  /note=LRR 1; REPEAT 116..137;  /note=LRR 2	NA
Q16620	NA	SIMILARITY: Belongs to the protein kinase superfamily. Tyr protein kinase family. Insulin receptor subfamily. {ECO:0000255|PROSITE-ProRule:PRU00159}.	Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily	NA	COMPBIAS 475..496;  /note=Polar residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 32..61;  /note=LRRNT; DOMAIN 148..196;  /note=LRRCT; DOMAIN 197..282;  /note=Ig-like C2-type 1; DOMAIN 295..365;  /note=Ig-like C2-type 2; DOMAIN 538..807;  /note=Protein kinase;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00159	NA	REGION 455..466;  /note=Interaction with MAPK8IP3/JIP3;  /evidence=ECO:0000250|UniProtKB:Q63604; REGION 475..498;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	REPEAT 92..113;  /note=LRR 1; REPEAT 116..137;  /note=LRR 2	NA
Q16288	NA	SIMILARITY: Belongs to the protein kinase superfamily. Tyr protein kinase family. Insulin receptor subfamily. {ECO:0000255|PROSITE-ProRule:PRU00159}.	Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily	NA	NA	DOMAIN 160..209;  /note=LRRCT; DOMAIN 210..300;  /note=Ig-like C2-type 1; DOMAIN 309..382;  /note=Ig-like C2-type 2; DOMAIN 538..839;  /note=Protein kinase;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00159	NA	NA	REPEAT 104..125;  /note=LRR 1; REPEAT 128..149;  /note=LRR 2	NA
P30989	DOMAIN: The ligand binding pocket consists mainly of extracellular loops ECL2 and ECL3, as well as transmembrane regions TM6 and TM7. {ECO:0000250|UniProtKB:P20789}.	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. Neurotensin receptor subfamily. NTSR1 sub-subfamily. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family, Neurotensin receptor subfamily, NTSR1 sub-subfamily	NA	NA	NA	NA	REGION 321..344;  /note=Neurotensin binding;  /evidence=ECO:0000250	NA	NA
O95665	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. Neurotensin receptor subfamily. NTSR2 sub-subfamily. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family, Neurotensin receptor subfamily, NTSR2 sub-subfamily	NA	NA	NA	NA	REGION 381..410;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
Q16625	DOMAIN: The C-terminal is cytoplasmic and is important for interaction with ZO-1. Sufficient for the tight junction localization. Involved in the regulation of the permeability barrier function of the tight junction (By similarity). The first extracellular loop participates in an adhesive interaction. {ECO:0000250, ECO:0000269|PubMed:9175707}.	SIMILARITY: Belongs to the ELL/occludin family. {ECO:0000305}.	ELL/occludin family	COILED 426..489;  /evidence=ECO:0000255	COMPBIAS 387..404;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 60..269;  /note=MARVEL;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00581	NA	REGION 1..20;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 360..407;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
Q166251	DOMAIN: The C-terminal is cytoplasmic and is important for interaction with ZO-1. Sufficient for the tight junction localization. Involved in the regulation of the permeability barrier function of the tight junction (By similarity). The first extracellular loop participates in an adhesive interaction. {ECO:0000250, ECO:0000269|PubMed:9175707}.	SIMILARITY: Belongs to the ELL/occludin family. {ECO:0000305}.	ELL/occludin family	COILED 426..489;  /evidence=ECO:0000255	COMPBIAS 387..404;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 60..269;  /note=MARVEL;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00581	NA	REGION 1..20;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 360..407;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
Q9NZT2	NA	SIMILARITY: Belongs to the opioid growth factor receptor family. {ECO:0000305}.	Opioid growth factor receptor family	NA	COMPBIAS 1..44;  /note=Acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 305..319;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 364..393;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 450..465;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 495..509;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 517..531;  /note=Pro residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	MOTIF 267..283;  /note=Bipartite nuclear localization signal;  /evidence=ECO:0000255	REGION 1..63;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 295..407;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 421..677;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 517..656;  /note=7 X 20 AA approximate tandem repeats of [ST]-P-S-E-T-P-G-P-[SR]-P-A-G-P-[AT]-[GR]-D-E-P-A-[EK]	REPEAT 517..536;  /note=1; REPEAT 537..556;  /note=2; REPEAT 557..576;  /note=3; REPEAT 577..596;  /note=4; REPEAT 597..616;  /note=5; REPEAT 617..636;  /note=6; REPEAT 637..656;  /note=7	NA
P78380	DOMAIN: The cytoplasmic region is required for subcellular sorting on the cell surface.; DOMAIN: The C-type lectin domain mediates the recognition and binding of oxLDL.	NA	NA	COILED 64..123;  /evidence=ECO:0000255	NA	DOMAIN 151..265;  /note=C-type lectin;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00040	NA	REGION 1..22;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 58..150;  /note=Neck	NA	NA
P41143	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family	NA	NA	NA	NA	REGION 340..372;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
P41145	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family	NA	NA	NA	NA	NA	NA	NA
P41146	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family	NA	NA	NA	NA	NA	NA	NA
P411461	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family	NA	NA	NA	NA	NA	NA	NA
P35372	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family	NA	NA	NA	MOTIF 334..338;  /note=NPxxY; plays a role in stabilizing the activated conformation of the receptor;  /evidence=ECO:0000250|UniProtKB:P42866	NA	NA	NA
P30953	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family	NA	NA	NA	NA	NA	NA	NA
P47890	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family	NA	NA	NA	NA	NA	NA	NA
Q96SN7	NA	SIMILARITY: Belongs to the Orai family. {ECO:0000305}.	Orai family	NA	NA	NA	NA	NA	NA	NA
Q99650	DOMAIN: The WSXWS motif appears to be necessary for proper protein folding and thereby efficient intracellular transport and cell-surface receptor binding. {ECO:0000250}.; DOMAIN: The box 1 motif is required for JAK interaction and/or activation. {ECO:0000250}.	SIMILARITY: Belongs to the type I cytokine receptor family. Type 2 subfamily. {ECO:0000305}.	Type I cytokine receptor family, Type 2 subfamily	NA	NA	DOMAIN 335..428;  /note=Fibronectin type-III 1;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00316; DOMAIN 433..528;  /note=Fibronectin type-III 2;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00316; DOMAIN 529..623;  /note=Fibronectin type-III 3;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00316; DOMAIN 625..736;  /note=Fibronectin type-III 4;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00316	MOTIF 415..419;  /note=WSXWS motif; MOTIF 770..778;  /note=Box 1 motif	NA	NA	NA
P30559	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. Vasopressin/oxytocin receptor subfamily. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	NA	NA	NA	NA	REGION 7..31;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 361..389;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
Q99572	NA	SIMILARITY: Belongs to the P2X receptor family. {ECO:0000305}.	P2X receptor family	NA	NA	NA	NA	NA	NA	NA
Q9H244	DOMAIN: The transmembrane domain is composed of seven transmembrane helices; most of these are not strictly perpendicular to the plane of the membrane, but are tilted and/or kinked. Agonist binding promotes a conformation change in the extracellular loops that leads to an inward movement of the transmembrane helices. Antagonists such as AZD1283 can bind to an overlapping site, but block the inward movement of the transmembrane helices (PubMed:24670650, PubMed:24784220). {ECO:0000269|PubMed:24670650, ECO:0000269|PubMed:24784220}.	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family	NA	NA	NA	NA	REGION 319..342;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
Q15391	NA	SIMILARITY: Belongs to the G-protein coupled receptor 1 family. {ECO:0000255|PROSITE-ProRule:PRU00521}.	G-protein coupled receptor 1 family	NA	NA	NA	NA	NA	NA	NA
P16234	NA	SIMILARITY: Belongs to the protein kinase superfamily. Tyr protein kinase family. CSF-1/PDGF receptor subfamily. {ECO:0000255|PROSITE-ProRule:PRU00159}.	Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily	NA	COMPBIAS 1029..1044;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 1045..1060;  /note=Polar residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 24..113;  /note=Ig-like C2-type 1; DOMAIN 117..201;  /note=Ig-like C2-type 2; DOMAIN 202..306;  /note=Ig-like C2-type 3; DOMAIN 319..410;  /note=Ig-like C2-type 4; DOMAIN 414..517;  /note=Ig-like C2-type 5; DOMAIN 593..954;  /note=Protein kinase;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00159	NA	REGION 1018..1089;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
P09619	NA	SIMILARITY: Belongs to the protein kinase superfamily. Tyr protein kinase family. CSF-1/PDGF receptor subfamily. {ECO:0000255|PROSITE-ProRule:PRU00159}.	Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily	NA	COMPBIAS 1041..1063;  /note=Polar residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 1066..1080;  /note=Acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 33..120;  /note=Ig-like C2-type 1; DOMAIN 129..210;  /note=Ig-like C2-type 2; DOMAIN 214..309;  /note=Ig-like C2-type 3; DOMAIN 331..403;  /note=Ig-like C2-type 4; DOMAIN 416..524;  /note=Ig-like C2-type 5; DOMAIN 600..962;  /note=Protein kinase;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00159	NA	REGION 1019..1106;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
P16284	DOMAIN: The Ig-like C2-type domains 2 and 3 contribute to formation of the complex with BDKRB2 and in regulation of its activity.	NA	NA	NA	COMPBIAS 661..677;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 682..698;  /note=Polar residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 699..715;  /note=Basic and acidic residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 35..121;  /note=Ig-like C2-type 1; DOMAIN 145..233;  /note=Ig-like C2-type 2; DOMAIN 236..315;  /note=Ig-like C2-type 3; DOMAIN 328..401;  /note=Ig-like C2-type 4; DOMAIN 424..493;  /note=Ig-like C2-type 5; DOMAIN 499..591;  /note=Ig-like C2-type 6	MOTIF 688..693;  /note=ITIM motif 1;  /evidence=ECO:0000305|PubMed:27958302; MOTIF 711..716;  /note=ITIM motif 2;  /evidence=ECO:0000305|PubMed:27958302	REGION 658..715;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 709..729;  /note=Membrane-bound segment which detaches upon phosphorylation;  /evidence=ECO:0000269|PubMed:21464369; REGION 721..738;  /note=May play a role in cytoprotective signaling	NA	NA
O00264	DOMAIN: The cytochrome b5 heme-binding domain lacks the conserved iron-binding His residues at positions 107 and 131. {ECO:0000250}.	SIMILARITY: Belongs to the cytochrome b5 family. MAPR subfamily. {ECO:0000305}.	Cytochrome b5 family, MAPR subfamily	NA	NA	DOMAIN 72..171;  /note=Cytochrome b5 heme-binding	NA	REGION 51..71;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 173..195;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
P78562	NA	SIMILARITY: Belongs to the peptidase M13 family. {ECO:0000255|PROSITE-ProRule:PRU01233, ECO:0000305}.	Peptidase M13 family	NA	NA	DOMAIN 53..749;  /note=Peptidase M13;  /evidence=ECO:0000255|PROSITE-ProRule:PRU01233	NA	NA	NA	NA
Q13018	DOMAIN: C-type lectin domains 3-5 mediate the interaction with phospholipase PLA2G1B.; DOMAIN: The endocytosis signal probably mediates endocytosis via clathrin-coated pits. {ECO:0000250}.	NA	NA	NA	NA	DOMAIN 38..161;  /note=Ricin B-type lectin;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00174; DOMAIN 173..221;  /note=Fibronectin type-II;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00479; DOMAIN 238..355;  /note=C-type lectin 1;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00040; DOMAIN 385..502;  /note=C-type lectin 2;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00040; DOMAIN 522..643;  /note=C-type lectin 3;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00040; DOMAIN 673..797;  /note=C-type lectin 4;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00040; DOMAIN 819..938;  /note=C-type lectin 5;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00040; DOMAIN 965..1096;  /note=C-type lectin 6;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00040; DOMAIN 1121..1232;  /note=C-type lectin 7;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00040; DOMAIN 1257..1378;  /note=C-type lectin 8;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00040	MOTIF 1436..1442;  /note=Endocytosis signal	NA	NA	NA
Q03405	NA	NA	NA	NA	NA	DOMAIN 23..114;  /note=UPAR/Ly6 1; DOMAIN 115..213;  /note=UPAR/Ly6 2; DOMAIN 214..305;  /note=UPAR/Ly6 3	NA	NA	NA	NA
O14939	NA	SIMILARITY: Belongs to the phospholipase D family. {ECO:0000305}.	Phospholipase D family	NA	COMPBIAS 1..24;  /note=Polar residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 65..195;  /note=PX;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00147; DOMAIN 203..311;  /note=PH; DOMAIN 437..464;  /note=PLD phosphodiesterase 1;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00153; DOMAIN 751..778;  /note=PLD phosphodiesterase 2;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00153	NA	REGION 1..34;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 441..788;  /note=Catalytic; REGION 477..497;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
Q9HBL7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRQ2	DOMAIN: The N-terminal proline-rich domain (PRD) is required for phospholipid scramblase activity. {ECO:0000250}.	SIMILARITY: Belongs to the phospholipid scramblase family. {ECO:0000305}.	Phospholipid scramblase family	NA	COMPBIAS 23..51;  /note=Pro residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	MOTIF 18..25;  /note=SH3-binding 1;  /evidence=ECO:0000255; MOTIF 30..33;  /note=PPxY motif;  /evidence=ECO:0000255; MOTIF 41..49;  /note=SH3-binding 2;  /evidence=ECO:0000255; MOTIF 98..106;  /note=SH3-binding 3;  /evidence=ECO:0000255	REGION 1..98;  /note=Proline-rich domain (PRD);  /evidence=ECO:0000250; REGION 1..51;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
Q9UIW2	NA	SIMILARITY: Belongs to the plexin family. {ECO:0000305}.	Plexin family	COILED 1264..1317;  /evidence=ECO:0000255	NA	DOMAIN 27..512;  /note=Sema;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00352; DOMAIN 864..959;  /note=IPT/TIG 1; DOMAIN 961..1045;  /note=IPT/TIG 2; DOMAIN 1048..1147;  /note=IPT/TIG 3; DOMAIN 1150..1236;  /note=IPT/TIG 4	NA	NA	NA	NA
O75051	NA	SIMILARITY: Belongs to the plexin family. {ECO:0000305}.	Plexin family	COILED 1261..1310;  /evidence=ECO:0000255	NA	DOMAIN 35..508;  /note=Sema;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00352; DOMAIN 858..951;  /note=IPT/TIG 1; DOMAIN 954..1037;  /note=IPT/TIG 2; DOMAIN 1041..1139;  /note=IPT/TIG 3; DOMAIN 1143..1228;  /note=IPT/TIG 4	NA	NA	NA	NA
P51805	NA	SIMILARITY: Belongs to the plexin family. {ECO:0000305}.	Plexin family	NA	NA	DOMAIN 20..488;  /note=Sema;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00352; DOMAIN 840..933;  /note=IPT/TIG 1; DOMAIN 935..1020;  /note=IPT/TIG 2; DOMAIN 1023..1122;  /note=IPT/TIG 3; DOMAIN 1125..1211;  /note=IPT/TIG 4	NA	NA	NA	NA
Q9HCM2	NA	SIMILARITY: Belongs to the plexin family. {ECO:0000305}.	Plexin family	NA	NA	DOMAIN 24..507;  /note=Sema;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00352; DOMAIN 509..559;  /note=PSI 1; DOMAIN 655..702;  /note=PSI 2; DOMAIN 803..856;  /note=PSI 3; DOMAIN 858..952;  /note=IPT/TIG 1; DOMAIN 954..1037;  /note=IPT/TIG 2; DOMAIN 1040..1139;  /note=IPT/TIG 3; DOMAIN 1142..1230;  /note=IPT/TIG 4	NA	NA	NA	NA
O43157	NA	SIMILARITY: Belongs to the plexin family. {ECO:0000305}.	Plexin family	COILED 1507..1539;  /evidence=ECO:0000255	COMPBIAS 683..701;  /note=Pro residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 740..754;  /note=Polar residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 755..769;  /note=Pro residues;  /evidence=ECO:0000256|SAM:MobiDB-lite; COMPBIAS 798..819;  /note=Pro residues;  /evidence=ECO:0000256|SAM:MobiDB-lite	DOMAIN 20..479;  /note=Sema;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00352; DOMAIN 1070..1160;  /note=IPT/TIG 1; DOMAIN 1162..1249;  /note=IPT/TIG 2; DOMAIN 1252..1375;  /note=IPT/TIG 3	NA	REGION 671..829;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 849..884;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite; REGION 1883..1908;  /note=Disordered;  /evidence=ECO:0000256|SAM:MobiDB-lite	NA	NA
O15031	NA	SIMILARITY: Belongs to the plexin family. {ECO:0000305}.	Plexin family	NA	NA	DOMAIN 20..466;  /note=Sema;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00352; DOMAIN 803..893;  /note=IPT/TIG 1; DOMAIN 895..980;  /note=IPT/TIG 2; DOMAIN 983..1092;  /note=IPT/TIG 3	NA	NA	NA	NA
Q9ULL4	NA	SIMILARITY: Belongs to the plexin family. {ECO:0000305}.	Plexin family	NA	NA	DOMAIN 45..471;  /note=Sema;  /evidence=ECO:0000255|PROSITE-ProRule:PRU00352; DOMAIN 473..526;  /note=PSI 1; DOMAIN 620..682;  /note=PSI 2; DOMAIN 787..833;  /note=PSI 3; DOMAIN 835..925;  /note=IPT/TIG 1; DOMAIN 927..1012;  /note=IPT/TIG 2; DOMAIN 1015..1145;  /note=IPT/TIG 3; DOMAIN 1159..1244;  /note=IPT/TIG 4	NA	NA	NA	NA
