uniprot_gn_id	Subcellular.location..CC.	Intramembrane	Topological.domain	Transmembrane
Q9ULB5	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.	NA	TOPO_DOM 28..607;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 629..785;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 608..628;  /note=Helical;  /evidence=ECO:0000255
Q4KMG0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.	NA	TOPO_DOM 26..963;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 985..1287;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 964..984;  /note=Helical;  /evidence=ECO:0000255
Q9NYQ6	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 22..2469;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 2491..2501;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 2523..2527;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 2549..2572;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 2594..2611;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 2633..2655;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 2677..2683;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 2705..3014;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 2470..2490;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 2502..2522;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 2528..2548;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 2573..2593;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 2612..2632;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 2656..2676;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 2684..2704;  /note=Helical; Name=7;  /evidence=ECO:0000255
P13569	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:12519745, ECO:0000269|PubMed:12529365, ECO:0000269|PubMed:1284548, ECO:0000269|PubMed:15247260, ECO:0000269|PubMed:15716351, ECO:0000269|PubMed:17462998, ECO:0000269|PubMed:19398555, ECO:0000269|PubMed:19621064, ECO:0000269|PubMed:20008117, ECO:0000269|PubMed:22207244, ECO:0000269|PubMed:28130590}; Multi-pass membrane protein {ECO:0000269|Ref.54}. Early endosome membrane {ECO:0000269|PubMed:19398555, ECO:0000269|PubMed:20008117}; Multi-pass membrane protein {ECO:0000269|Ref.54}. Cell membrane {ECO:0000269|PubMed:10792060, ECO:0000269|PubMed:11524016, ECO:0000269|PubMed:11707463, ECO:0000269|PubMed:12588899, ECO:0000269|PubMed:15010471, ECO:0000269|PubMed:17036051, ECO:0000269|PubMed:1712898, ECO:0000269|PubMed:17182731, ECO:0000269|PubMed:19019741, ECO:0000269|PubMed:19398555, ECO:0000269|PubMed:21884936, ECO:0000269|PubMed:22178883, ECO:0000269|PubMed:25330774, ECO:0000269|PubMed:26846474, ECO:0000269|PubMed:28001373, ECO:0000269|PubMed:28067262, ECO:0000269|PubMed:28087700, ECO:0000269|PubMed:28130590, ECO:0000269|PubMed:9804160, ECO:0000305|PubMed:8910473}; Multi-pass membrane protein {ECO:0000269|Ref.54}. Recycling endosome membrane {ECO:0000305|PubMed:17462998}; Multi-pass membrane protein {ECO:0000269|Ref.54}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:11707463, ECO:0000269|PubMed:25330774}; Multi-pass membrane protein {ECO:0000269|Ref.54}. Nucleus {ECO:0000250|UniProtKB:P34158}. Note=The channel is internalized from the cell surface into an endosomal recycling compartment, from where it is recycled to the cell membrane (PubMed:17462998, PubMed:19398555, PubMed:20008117). In the oviduct and bronchus, detected on the apical side of epithelial cells, but not associated with cilia (PubMed:22207244). In Sertoli cells, a processed product is detected in the nucleus (By similarity). ER stress induces GORASP2-mediated unconventional (ER/Golgi-independent) trafficking of core-glycosylated CFTR to cell membrane (PubMed:21884936). {ECO:0000250|UniProtKB:P34158, ECO:0000269|PubMed:19398555, ECO:0000269|PubMed:20008117, ECO:0000269|PubMed:21884936, ECO:0000269|PubMed:22207244, ECO:0000305|PubMed:17462998}.	NA	TOPO_DOM 1..77;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 99..122;  /note=Extracellular;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 147..195;  /note=Cytoplasmic;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 217..222;  /note=Extracellular;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 244..298;  /note=Cytoplasmic;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 320..339;  /note=Extracellular;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 359..858;  /note=Cytoplasmic;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 880..918;  /note=Extracellular;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 940..990;  /note=Cytoplasmic;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 1012..1013;  /note=Extracellular;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 1035..1095;  /note=Cytoplasmic;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 1117..1130;  /note=Extracellular;  /evidence=ECO:0000269|Ref.54; TOPO_DOM 1152..1480;  /note=Cytoplasmic;  /evidence=ECO:0000269|Ref.54	TRANSMEM 78..98;  /note=Helical; Name=1;  /evidence=ECO:0000269|Ref.54; TRANSMEM 123..146;  /note=Helical; Name=2;  /evidence=ECO:0000269|Ref.54; TRANSMEM 196..216;  /note=Helical; Name=3;  /evidence=ECO:0000269|Ref.54; TRANSMEM 223..243;  /note=Helical; Name=4;  /evidence=ECO:0000269|Ref.54; TRANSMEM 299..319;  /note=Helical; Name=5;  /evidence=ECO:0000269|Ref.54; TRANSMEM 340..358;  /note=Helical; Name=6;  /evidence=ECO:0000269|Ref.54; TRANSMEM 859..879;  /note=Helical; Name=7;  /evidence=ECO:0000269|Ref.54; TRANSMEM 919..939;  /note=Discontinuously helical; Name=8;  /evidence=ECO:0000269|Ref.54; TRANSMEM 991..1011;  /note=Helical; Name=9;  /evidence=ECO:0000269|Ref.54; TRANSMEM 1014..1034;  /note=Helical; Name=10;  /evidence=ECO:0000269|Ref.54; TRANSMEM 1096..1116;  /note=Helical; Name=11;  /evidence=ECO:0000269|Ref.54; TRANSMEM 1131..1151;  /note=Helical; Name=12;  /evidence=ECO:0000269|Ref.54
P11229	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..24;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 48..61;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 83..99;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 122..141;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 165..186;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 210..366;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 388..401;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 422..460;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 25..47;  /note=Helical; Name=1;  /evidence=ECO:0000250; TRANSMEM 62..82;  /note=Helical; Name=2;  /evidence=ECO:0000250; TRANSMEM 100..121;  /note=Helical; Name=3;  /evidence=ECO:0000250; TRANSMEM 142..164;  /note=Helical; Name=4;  /evidence=ECO:0000250; TRANSMEM 187..209;  /note=Helical; Name=5;  /evidence=ECO:0000250; TRANSMEM 367..387;  /note=Helical; Name=6;  /evidence=ECO:0000250; TRANSMEM 402..421;  /note=Helical; Name=7;  /evidence=ECO:0000250
P20309	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21056967}; Multi-pass membrane protein {ECO:0000255}. Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein {ECO:0000255}. Basolateral cell membrane {ECO:0000269|PubMed:15870063}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:21056967}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalizes with TMEM147 in the endoplasmic reticulum (ER) membrane. TMEM147 impairs its trafficking to the cell membrane leading to its retention in the ER membrane. {ECO:0000269|PubMed:21056967}.	NA	TOPO_DOM 1..67;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 92..104;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 131..142;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 165..184;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 207..229;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 253..491;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 515..526;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 547..590;  /note=Cytoplasmic;  /evidence=ECO:0000250	TRANSMEM 68..91;  /note=Helical; Name=1;  /evidence=ECO:0000250; TRANSMEM 105..130;  /note=Helical; Name=2;  /evidence=ECO:0000250; TRANSMEM 143..164;  /note=Helical; Name=3;  /evidence=ECO:0000250; TRANSMEM 185..206;  /note=Helical; Name=4;  /evidence=ECO:0000250; TRANSMEM 230..252;  /note=Helical; Name=5;  /evidence=ECO:0000250; TRANSMEM 492..514;  /note=Helical; Name=6;  /evidence=ECO:0000250; TRANSMEM 527..546;  /note=Helical; Name=7;  /evidence=ECO:0000250
P43681	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}.	NA	TOPO_DOM 29..242;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 331..600;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 243..267;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 275..293;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 309..330;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 601..619;  /note=Helical;  /evidence=ECO:0000255
P57739	SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	NA	TOPO_DOM 1..7;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 29..81;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 103..116;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 138..162;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 184..230;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 8..28;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 82..102;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 117..137;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 163..183;  /note=Helical;  /evidence=ECO:0000255
O14493	SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000250|UniProtKB:O35054}. Cell membrane {ECO:0000269|PubMed:20375010}; Multi-pass membrane protein {ECO:0000255}. Note=CLDN4 is required for tight junction localization in the kidney. {ECO:0000250|UniProtKB:O35054}.	NA	TOPO_DOM 1..7;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 29..81;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 103..117;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 139..160;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 182..209;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 8..28;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 82..102;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 118..138;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 161..181;  /note=Helical;  /evidence=ECO:0000255
Q8IUN9	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	NA	TOPO_DOM 1..39;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 61..316;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 40..60;  /note=Helical; Signal-anchor for type II membrane protein;  /evidence=ECO:0000255
Q92478	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	NA	TOPO_DOM 1..7;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 26..149;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 8..25;  /note=Helical; Signal-anchor for type II membrane protein;  /evidence=ECO:0000255
Q9H2X3	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 6]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 7]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 10]: Secreted {ECO:0000305}.	NA	TOPO_DOM 1..49;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 71..399;  /note=Extracellular;  /evidence=ECO:0000305	TRANSMEM 50..70;  /note=Helical; Signal-anchor for type II membrane protein;  /evidence=ECO:0000305
Q99788	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15728234, ECO:0000269|PubMed:16863918}; Multi-pass membrane protein {ECO:0000269|PubMed:15728234, ECO:0000269|PubMed:16863918}.	NA	TOPO_DOM 1..41;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 65..75;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 98..114;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 136..154;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 177..224;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 246..261;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 283..300;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 321..373;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 42..64;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 76..97;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 115..135;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 155..176;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 225..245;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 262..282;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 301..320;  /note=Helical; Name=7;  /evidence=ECO:0000255
P21554	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21895628}; Multi-pass membrane protein {ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727}. Membrane raft {ECO:0000269|PubMed:21895628}. Mitochondrion outer membrane {ECO:0000250|UniProtKB:P47746}. Cell projection, axon {ECO:0000250|UniProtKB:P20272}. Cell junction, synapse, presynapse {ECO:0000250|UniProtKB:P20272}. Note=Unexpectedly, in the mitochondria, the C-terminus is located in the mitochondrial intermembrane space, a compartment topologically considered as extracellular. In canonical seven-transmembrane G-protein coupled receptors, the C-terminus is cytosolic (By similarity). Found on presynaptic axon terminals in some GABAergic neurons in the somatosensory cortex (By similarity). {ECO:0000250|UniProtKB:P20272, ECO:0000250|UniProtKB:P47746}.	NA	TOPO_DOM 1..116;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TOPO_DOM 143..154;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TOPO_DOM 176..187;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TOPO_DOM 213..232;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TOPO_DOM 256..273;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TOPO_DOM 300..344;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TOPO_DOM 366..377;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TOPO_DOM 400..472;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727	TRANSMEM 117..142;  /note=Helical; Name=1;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TRANSMEM 155..175;  /note=Helical; Name=2;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TRANSMEM 188..212;  /note=Helical; Name=3;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TRANSMEM 233..255;  /note=Helical; Name=4;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TRANSMEM 274..299;  /note=Helical; Name=5;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TRANSMEM 345..365;  /note=Helical; Name=6;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727; TRANSMEM 378..399;  /note=Helical; Name=7;  /evidence=ECO:0000269|PubMed:27768894, ECO:0000269|PubMed:27851727
P26992	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor.	NA	NA	NA
Q12860	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Lipid-anchor, GPI-anchor; Extracellular side.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane; Lipid-anchor, GPI-anchor; Extracellular side.	NA	NA	NA
P78357	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell junction, paranodal septate junction {ECO:0000250|UniProtKB:O54991}.	NA	TOPO_DOM 20..1283;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 1305..1384;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 1284..1304;  /note=Helical;  /evidence=ECO:0000255
Q9UHC6	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q9CPW0}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:Q9CPW0}. Cell junction, paranodal septate junction {ECO:0000250|UniProtKB:Q9CPW0}. Note=Expressed in the juxtaparadonal region. {ECO:0000250|UniProtKB:Q9CPW0}.	NA	TOPO_DOM 28..1262;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 1284..1331;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 1263..1283;  /note=Helical;  /evidence=ECO:0000255
Q9UHC61	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q9CPW0}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:Q9CPW0}. Cell junction, paranodal septate junction {ECO:0000250|UniProtKB:Q9CPW0}. Note=Expressed in the juxtaparadonal region. {ECO:0000250|UniProtKB:Q9CPW0}.	NA	TOPO_DOM 28..1262;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 1284..1331;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 1263..1283;  /note=Helical;  /evidence=ECO:0000255
Q5TAT6	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11013208}; Single-pass type II membrane protein {ECO:0000269|PubMed:11013208}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:26626625}.	NA	TOPO_DOM 1..44;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 62..717;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 45..61;  /note=Helical; Signal-anchor for type II membrane protein;  /evidence=ECO:0000255
Q9UMD9	SUBCELLULAR LOCATION: Cell junction, hemidesmosome. Membrane; Single-pass type II membrane protein. Note=Localized along the plasma membrane of the hemidesmosome.; SUBCELLULAR LOCATION: [120 kDa linear IgA disease antigen]: Secreted, extracellular space, extracellular matrix, basement membrane. Note=Exclusively localized to anchoring filaments. Localized to the epidermal side of split skin.; SUBCELLULAR LOCATION: [97 kDa linear IgA disease antigen]: Secreted, extracellular space, extracellular matrix, basement membrane. Note=Localized in the lamina lucida beneath the hemidesmosomes.	NA	TOPO_DOM 1..467;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 489..1497;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 468..488;  /note=Helical; Signal-anchor for type II membrane protein;  /evidence=ECO:0000255
P17927	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:1385479}; Single-pass type I membrane protein.	NA	TOPO_DOM 42..1971;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 1997..2039;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 1972..1996;  /note=Helical;  /evidence=ECO:0000255
P34998	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Endosome. Note=Agonist-binding promotes endocytosis.	NA	TOPO_DOM 24..111;  /note=Extracellular; TOPO_DOM 143..178;  /note=Cytoplasmic; TOPO_DOM 204..218;  /note=Extracellular; TOPO_DOM 248..254;  /note=Cytoplasmic; TOPO_DOM 283..298;  /note=Extracellular; TOPO_DOM 325..335;  /note=Cytoplasmic; TOPO_DOM 361..367;  /note=Extracellular; TOPO_DOM 398..444;  /note=Cytoplasmic	TRANSMEM 112..142;  /note=Helical; Name=1; TRANSMEM 179..203;  /note=Helical; Name=2; TRANSMEM 219..247;  /note=Helical; Name=3; TRANSMEM 255..282;  /note=Helical; Name=4; TRANSMEM 299..324;  /note=Helical; Name=5; TRANSMEM 336..360;  /note=Helical; Name=6; TRANSMEM 368..397;  /note=Helical; Name=7
P349981	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Endosome. Note=Agonist-binding promotes endocytosis.	NA	TOPO_DOM 24..111;  /note=Extracellular; TOPO_DOM 143..178;  /note=Cytoplasmic; TOPO_DOM 204..218;  /note=Extracellular; TOPO_DOM 248..254;  /note=Cytoplasmic; TOPO_DOM 283..298;  /note=Extracellular; TOPO_DOM 325..335;  /note=Cytoplasmic; TOPO_DOM 361..367;  /note=Extracellular; TOPO_DOM 398..444;  /note=Cytoplasmic	TRANSMEM 112..142;  /note=Helical; Name=1; TRANSMEM 179..203;  /note=Helical; Name=2; TRANSMEM 219..247;  /note=Helical; Name=3; TRANSMEM 255..282;  /note=Helical; Name=4; TRANSMEM 299..324;  /note=Helical; Name=5; TRANSMEM 336..360;  /note=Helical; Name=6; TRANSMEM 368..397;  /note=Helical; Name=7
